Error,Step,Solution,Time
1.000000E-04,19690,29,908
1.000000E-04,19700,29,925
1.000000E-04,19710,29,909
1.000000E-04,19720,29,913
1.000000E-04,19730,29,910
1.000000E-04,19740,29,916
1.000000E-04,19750,29,920
1.000000E-04,19760,29,938
1.000000E-04,19770,29,922
1.000000E-04,19780,29,918
1.000000E-04,19790,29,918
1.000000E-04,19800,29,918
1.000000E-04,19810,29,919
1.000000E-04,19820,29,921
1.000000E-04,19830,29,933
1.000000E-04,19840,29,913
1.000000E-04,19850,29,922
1.000000E-04,19860,29,918
1.000000E-04,19870,29,939
1.000000E-04,19880,29,921
1.000000E-04,19890,29,919
1.000000E-04,19900,29,921
1.000000E-04,19910,29,920
1.000000E-04,19920,29,921
1.000000E-04,19930,29,928
1.000000E-04,19940,29,921
1.000000E-04,19950,29,927
1.000000E-04,19960,29,923
1.000000E-04,19970,29,923
1.000000E-04,19980,29,940
1.000000E-04,19990,29,929
1.000000E-04,20000,29,925
1.000000E-04,20010,29,926
1.000000E-04,20020,29,941
1.000000E-04,20030,29,931
1.000000E-04,20040,29,935
1.000000E-04,20050,29,935
1.000000E-04,20060,29,930
1.000000E-04,20070,29,938
1.000000E-04,20080,29,931
1.000000E-04,20090,29,940
1.000000E-04,20100,29,943
1.000000E-04,20110,29,926
1.000000E-04,20120,29,938
1.000000E-04,20130,29,918
1.000000E-04,20140,29,950
1.000000E-04,20150,29,931
1.000000E-04,20160,29,941
1.000000E-04,20170,29,934
1.000000E-04,20180,29,943
1.000000E-04,20190,29,946
1.000000E-04,20200,29,949
1.000000E-04,20210,29,926
1.000000E-04,20220,29,946
1.000000E-04,20230,29,961
1.000000E-04,20240,29,939
1.000000E-04,20250,29,940
1.000000E-04,20260,29,936
1.000000E-04,20270,29,937
1.000000E-04,20280,29,934
1.000000E-04,20290,29,922
1.000000E-04,20300,29,985
1.000000E-04,20310,29,971
1.000000E-04,20320,29,970
1.000000E-04,20330,29,952
1.000000E-04,20340,29,980
1.000000E-04,20350,29,964
1.000000E-04,20360,29,943
1.000000E-04,20370,29,965
1.000000E-04,20380,29,990
1.000000E-04,20390,29,988
1.000000E-04,20400,29,972
1.000000E-04,20410,29,952
1.000000E-04,20420,29,945
1.000000E-04,20430,29,944
1.000000E-04,20440,29,943
1.000000E-04,20450,29,937
1.000000E-04,20460,29,958
1.000000E-04,20470,29,950
1.000000E-04,20480,29,954
1.000000E-04,20490,29,950
1.000000E-04,20500,29,945
1.000000E-04,20510,29,940
1.000000E-04,20520,29,947
1.000000E-04,20530,29,953
1.000000E-04,20540,29,962
1.000000E-04,20550,29,954
1.000000E-04,20560,29,945
1.000000E-04,20570,29,962
1.000000E-04,20580,29,967
1.000000E-04,20590,29,959
1.000000E-04,20600,29,961
1.000000E-04,20610,29,959
1.000000E-04,20620,29,963
1.000000E-04,20630,29,958
1.000000E-04,20640,29,964
1.000000E-04,20650,29,967
1.000000E-04,20660,29,954
1.000000E-04,20670,29,941
1.000000E-04,20680,29,968
1.000000E-04,20690,29,956
1.000000E-04,20700,29,969
1.000000E-04,20710,29,958
1.000000E-04,20720,29,946
1.000000E-04,20730,29,966
1.000000E-04,20740,29,968
1.000000E-04,20750,29,962
1.000000E-04,20760,29,963
1.000000E-04,20770,29,958
1.000000E-04,20780,29,966
1.000000E-04,20790,29,969
1.000000E-04,20800,29,953
1.000000E-04,20810,29,966
1.000000E-04,20820,29,984
1.000000E-04,20830,29,970
1.000000E-04,20840,29,969
1.000000E-04,20850,29,979
1.000000E-04,20860,29,953
1.000000E-04,20870,29,949
1.000000E-04,20880,29,978
1.000000E-04,20890,29,971
1.000000E-04,20900,29,973
1.000000E-04,20910,29,971
1.000000E-04,20920,29,967
1.000000E-04,20930,29,972
1.000000E-04,20940,29,973
1.000000E-04,20950,29,968
1.000000E-04,20960,29,969
1.000000E-04,20970,29,969
1.000000E-04,20980,29,970
1.000000E-04,20990,29,998
1.000000E-04,21000,29,961
1.000000E-04,21010,29,969
1.000000E-04,21020,29,973
1.000000E-04,21030,29,981
1.000000E-04,21040,29,984
1.000000E-04,21050,29,989
1.000000E-04,21060,29,1018
1.000000E-04,21070,29,967
1.000000E-04,21080,29,985
1.000000E-04,21090,29,995
1.000000E-04,21100,29,990
1.000000E-04,21110,29,976
1.000000E-04,21120,29,984
1.000000E-04,21130,29,984
1.000000E-04,21140,29,981
1.000000E-04,21150,29,982
1.000000E-04,21160,29,1007
1.000000E-04,21170,29,990
1.000000E-04,21180,29,981
1.000000E-04,21190,29,988
1.000000E-04,21200,29,986
1.000000E-04,21210,29,983
1.000000E-04,21220,29,986
1.000000E-04,21230,29,999
1.000000E-04,21240,29,976
1.000000E-04,21250,29,985
1.000000E-04,21260,29,988
1.000000E-04,21270,29,989
1.000000E-04,21280,29,998
1.000000E-04,21290,29,986
1.000000E-04,21300,29,984
1.000000E-04,21310,29,996
1.000000E-04,21320,29,1004
1.000000E-04,21330,29,1030
1.000000E-04,21340,29,1021
1.000000E-04,21350,29,999
1.000000E-04,21360,29,1009
1.000000E-04,21370,29,1003
1.000000E-04,21380,29,988
1.000000E-04,21390,29,1011
1.000000E-04,21400,29,1007
1.000000E-04,21410,29,1008
1.000000E-04,21420,29,1057
1.000000E-04,21430,29,1039
1.000000E-04,21440,29,1038
1.000000E-04,21450,29,1013
1.000000E-04,21460,29,1022
1.000000E-04,21470,29,1002
1.000000E-04,21480,29,1013
1.000000E-04,21490,29,999
1.000000E-04,21500,29,999
1.000000E-04,21510,29,1016
1.000000E-04,21520,29,1003
1.000000E-04,21530,29,1030
1.000000E-04,21540,29,1005
1.000000E-04,21550,29,1000
1.000000E-04,21560,29,1027
1.000000E-04,21570,29,1000
1.000000E-04,21580,29,998
1.000000E-04,21590,29,1018
1.000000E-04,21600,29,1008
1.000000E-04,21610,29,999
1.000000E-04,21620,29,1015
1.000000E-04,21630,29,1010
1.000000E-04,21640,29,1029
1.000000E-04,21650,29,1001
1.000000E-04,21660,29,1009
1.000000E-04,21670,29,1008
1.000000E-04,21680,29,1037
1.000000E-04,21690,29,1012
1.000000E-04,21700,29,996
1.000000E-04,21710,29,1005
1.000000E-04,21720,29,1012
1.000000E-04,21730,29,1022
1.000000E-04,21740,29,1006
1.000000E-04,21750,29,1006
1.000000E-04,21760,29,1028
1.000000E-04,21770,29,1017
1.000000E-04,21780,29,1016
1.000000E-04,21790,29,1011
1.000000E-04,21800,29,1011
1.000000E-04,21810,29,1013
1.000000E-04,21820,29,1021
1.000000E-04,21830,29,1050
1.000000E-04,21840,29,1043
1.000000E-04,21850,29,1010
1.000000E-04,21860,29,1020
1.000000E-04,21870,29,1006
1.000000E-04,21880,29,1015
1.000000E-04,21890,29,1035
1.000000E-04,21900,29,1013
1.000000E-04,21910,29,1022
1.000000E-04,21920,29,1026
1.000000E-04,21930,29,1027
1.000000E-04,21940,29,1016
1.000000E-04,21950,29,1018
1.000000E-04,21960,29,1039
1.000000E-04,21970,29,1017
1.000000E-04,21980,29,1016
1.000000E-04,21990,29,1022
1.000000E-04,22000,29,1018
1.000000E-04,22010,29,997
1.000000E-04,22020,29,1005
1.000000E-04,22030,29,1028
1.000000E-04,22040,29,1036
1.000000E-04,22050,29,1046
1.000000E-04,22060,29,1028
1.000000E-04,22070,29,1038
1.000000E-04,22080,29,1046
1.000000E-04,22090,29,1072
1.000000E-04,22100,29,1069
1.000000E-04,22110,29,1039
1.000000E-04,22120,29,1046
1.000000E-04,22130,29,1064
1.000000E-04,22140,29,1035
1.000000E-04,22150,29,1054
1.000000E-04,22160,29,1032
1.000000E-04,22170,29,1003
1.000000E-04,22180,29,1025
1.000000E-04,22190,29,1026
1.000000E-04,22200,29,1044
1.000000E-04,22210,29,1031
1.000000E-04,22220,29,1046
1.000000E-04,22230,29,1054
1.000000E-04,22240,29,1034
1.000000E-04,22250,29,1042
1.000000E-04,22260,29,1036
1.000000E-04,22270,29,1030
1.000000E-04,22280,29,1044
1.000000E-04,22290,29,1038
1.000000E-04,22300,29,1039
1.000000E-04,22310,29,1076
1.000000E-04,22320,29,1071
1.000000E-04,22330,29,1050
1.000000E-04,22340,29,1058
1.000000E-04,22350,29,1046
1.000000E-04,22360,29,1063
1.000000E-04,22370,29,1057
1.000000E-04,22380,29,1068
1.000000E-04,22390,29,1088
1.000000E-04,22400,29,1077
1.000000E-04,22410,29,1089
1.000000E-04,22420,29,1087
1.000000E-04,22430,29,1052
1.000000E-04,22440,29,1063
1.000000E-04,22450,29,1062
1.000000E-04,22460,29,1049
1.000000E-04,22470,29,1050
1.000000E-04,22480,29,1058
1.000000E-04,22490,29,1056
1.000000E-04,22500,29,1080
1.000000E-04,22510,29,1066
1.000000E-04,22520,29,1058
1.000000E-04,22530,29,1062
1.000000E-04,22540,29,1071
1.000000E-04,22550,29,1059
1.000000E-04,22560,29,1066
1.000000E-04,22570,29,1062
1.000000E-04,22580,29,1096
1.000000E-04,22590,29,1089
1.000000E-04,22600,29,1071
1.000000E-04,22610,29,1040
1.000000E-04,22620,29,1072
1.000000E-04,22630,29,1055
1.000000E-04,22640,29,1071
1.000000E-04,22650,29,1055
1.000000E-04,22660,29,1064
1.000000E-04,22670,29,1086
1.000000E-04,22680,29,1087
1.000000E-04,22690,29,1065
1.000000E-04,22700,29,1057
1.000000E-04,22710,29,1056
1.000000E-04,22720,29,1056
1.000000E-04,22730,29,1057
1.000000E-04,22740,29,1062
1.000000E-04,22750,29,1061
1.000000E-04,22760,29,1063
1.000000E-04,22770,29,1064
1.000000E-04,22780,29,1074
1.000000E-04,22790,29,1080
1.000000E-04,22800,29,1082
1.000000E-04,22810,29,1068
1.000000E-04,22820,29,1062
1.000000E-04,22830,29,1054
1.000000E-04,22840,29,1079
1.000000E-04,22850,29,1061
1.000000E-04,22860,29,1076
1.000000E-04,22870,29,1085
1.000000E-04,22880,29,1082
1.000000E-04,22890,29,1069
1.000000E-04,22900,29,1052
1.000000E-04,22910,29,1070
1.000000E-04,22920,29,1079
1.000000E-04,22930,29,1071
1.000000E-04,22940,29,1094
1.000000E-04,22950,29,1084
1.000000E-04,22960,29,1074
1.000000E-04,22970,29,1059
1.000000E-04,22980,29,1073
1.000000E-04,22990,29,1076
1.000000E-04,23000,29,1085
1.000000E-04,23010,29,1069
1.000000E-04,23020,29,1063
1.000000E-04,23030,29,1084
1.000000E-04,23040,29,1087
1.000000E-04,23050,29,1076
1.000000E-04,23060,29,1059
1.000000E-04,23070,29,1093
1.000000E-04,23080,29,1080
1.000000E-04,23090,29,1073
1.000000E-04,23100,29,1106
1.000000E-04,23110,29,1069
1.000000E-04,23120,29,1084
1.000000E-04,23130,29,1094
1.000000E-04,23140,29,1069
1.000000E-04,23150,29,1076
1.000000E-04,23160,29,1115
1.000000E-04,23170,29,1121
1.000000E-04,23180,29,1087
1.000000E-04,23190,29,1093
1.000000E-04,23200,29,1078
1.000000E-04,23210,29,1092
1.000000E-04,23220,29,1133
1.000000E-04,23230,29,1089
1.000000E-04,23240,29,1094
1.000000E-04,23250,29,1123
1.000000E-04,23260,29,1113
1.000000E-04,23270,29,1087
1.000000E-04,23280,29,1098
1.000000E-04,23290,29,1077
1.000000E-04,23300,29,1095
1.000000E-04,23310,29,1092
1.000000E-04,23320,29,1091
1.000000E-04,23330,29,1091
1.000000E-04,23340,29,1090
1.000000E-04,23350,29,1137
1.000000E-04,23360,29,1112
1.000000E-04,23370,29,1087
1.000000E-04,23380,29,1078
1.000000E-04,23390,29,1089
1.000000E-04,23400,29,1095
1.000000E-04,23410,29,1107
1.000000E-04,23420,29,1104
1.000000E-04,23430,29,1093
1.000000E-04,23440,29,1104
1.000000E-04,23450,29,1099
1.000000E-04,23460,29,1099
1.000000E-04,23470,29,1096
1.000000E-04,23480,29,1090
1.000000E-04,23490,29,1105
1.000000E-04,23500,29,1102
1.000000E-04,23510,29,1099
1.000000E-04,23520,29,1094
1.000000E-04,23530,29,1109
1.000000E-04,23540,29,1091
1.000000E-04,23550,29,1105
1.000000E-04,23560,29,1103
1.000000E-04,23570,29,1110
1.000000E-04,23580,29,1115
1.000000E-04,23590,29,1115
1.000000E-04,23600,29,1112
1.000000E-04,23610,29,1124
1.000000E-04,23620,29,1165
1.000000E-04,23630,29,1114
1.000000E-04,23640,29,1119
1.000000E-04,23650,29,1102
1.000000E-04,23660,29,1131
1.000000E-04,23670,29,1110
1.000000E-04,23680,29,1124
1.000000E-04,23690,29,1142
1.000000E-04,23700,29,1167
1.000000E-04,23710,29,1103
1.000000E-04,23720,29,1145
1.000000E-04,23730,29,1138
1.000000E-04,23740,29,1173
1.000000E-04,23750,29,1093
1.000000E-04,23760,29,1106
1.000000E-04,23770,29,1180
1.000000E-04,23780,29,1113
1.000000E-04,23790,29,1113
1.000000E-04,23800,29,1114
1.000000E-04,23810,29,1100
1.000000E-04,23820,29,1113
1.000000E-04,23830,29,1102
1.000000E-04,23840,29,1152
1.000000E-04,23850,29,1152
1.000000E-04,23860,29,1106
1.000000E-04,23870,29,1114
1.000000E-04,23880,29,1153
1.000000E-04,23890,29,1158
1.000000E-04,23900,29,1136
1.000000E-04,23910,29,1113
1.000000E-04,23920,29,1112
1.000000E-04,23930,29,1117
1.000000E-04,23940,29,1125
1.000000E-04,23950,29,1114
1.000000E-04,23960,29,1124
1.000000E-04,23970,29,1107
1.000000E-04,23980,29,1114
1.000000E-04,23990,29,1114
1.000000E-04,24000,29,1110
1.000000E-04,24010,29,1109
1.000000E-04,24020,29,1113
1.000000E-04,24030,29,1117
1.000000E-04,24040,29,1111
1.000000E-04,24050,29,1117
1.000000E-04,24060,29,1099
1.000000E-04,24070,29,1114
1.000000E-04,24080,29,1115
1.000000E-04,24090,29,1117
1.000000E-04,24100,29,1113
1.000000E-04,24110,29,1119
1.000000E-04,24120,29,1114
1.000000E-04,24130,29,1117
1.000000E-04,24140,29,1140
1.000000E-04,24150,29,1146
1.000000E-04,24160,29,1167
1.000000E-04,24170,29,1128
1.000000E-04,24180,29,1121
1.000000E-04,24190,29,1118
1.000000E-04,24200,29,1126
1.000000E-04,24210,29,1124
1.000000E-04,24220,29,1119
1.000000E-04,24230,29,1145
1.000000E-04,24240,29,1148
1.000000E-04,24250,29,1165
1.000000E-04,24260,29,1182
1.000000E-04,24270,29,1163
1.000000E-04,24280,29,1149
1.000000E-04,24290,29,1132
1.000000E-04,24300,29,1139
1.000000E-04,24310,29,1146
1.000000E-04,24320,29,1140
1.000000E-04,24330,29,1134
1.000000E-04,24340,29,1144
1.000000E-04,24350,29,1141
1.000000E-04,24360,29,1125
1.000000E-04,24370,29,1128
1.000000E-04,24380,29,1130
1.000000E-04,24390,29,1164
1.000000E-04,24400,29,1180
1.000000E-04,24410,29,1157
1.000000E-04,24420,29,1145
1.000000E-04,24430,29,1130
1.000000E-04,24440,29,1128
1.000000E-04,24450,29,1131
1.000000E-04,24460,29,1137
1.000000E-04,24470,29,1134
1.000000E-04,24480,29,1149
1.000000E-04,24490,29,1143
1.000000E-04,24500,29,1132
1.000000E-04,24510,29,1146
1.000000E-04,24520,29,1133
1.000000E-04,24530,29,1133
1.000000E-04,24540,29,1133
1.000000E-04,24550,29,1137
1.000000E-04,24560,29,1137
1.000000E-04,24570,29,1145
1.000000E-04,24580,29,1142
1.000000E-04,24590,29,1171
1.000000E-04,24600,29,1182
1.000000E-04,24610,29,1140
1.000000E-04,24620,29,1168
1.000000E-04,24630,29,1163
1.000000E-04,24640,29,1152
1.000000E-04,24650,29,1141
1.000000E-04,24660,29,1140
1.000000E-04,24670,29,1146
1.000000E-04,24680,29,1147
1.000000E-04,24690,29,1163
1.000000E-04,24700,29,1147
1.000000E-04,24710,29,1142
1.000000E-04,24720,29,1150
1.000000E-04,24730,29,1146
1.000000E-04,24740,29,1151
1.000000E-04,24750,29,1162
1.000000E-04,24760,29,1156
1.000000E-04,24770,29,1160
1.000000E-04,24780,29,1173
1.000000E-04,24790,29,1158
1.000000E-04,24800,29,1164
1.000000E-04,24810,29,1146
1.000000E-04,24820,29,1142
1.000000E-04,24830,29,1172
1.000000E-04,24840,29,1151
1.000000E-04,24850,29,1156
1.000000E-04,24860,29,1169
1.000000E-04,24870,29,1149
1.000000E-04,24880,29,1154
1.000000E-04,24890,29,1171
1.000000E-04,24900,29,1215
1.000000E-04,24910,29,1196
1.000000E-04,24920,29,1152
1.000000E-04,24930,29,1151
1.000000E-04,24940,29,1145
1.000000E-04,24950,29,1171
1.000000E-04,24960,29,1154
1.000000E-04,24970,29,1166
1.000000E-04,24980,29,1162
1.000000E-04,24990,29,1179
1.000000E-04,25000,29,1162
1.000000E-04,25010,29,1167
1.000000E-04,25020,29,1211
1.000000E-04,25030,29,1186
1.000000E-04,25040,29,1162
1.000000E-04,25050,29,1172
1.000000E-04,25060,29,1163
1.000000E-04,25070,29,1168
1.000000E-04,25080,29,1163
1.000000E-04,25090,29,1165
1.000000E-04,25100,29,1176
1.000000E-04,25110,29,1166
1.000000E-04,25120,29,1163
1.000000E-04,25130,29,1199
1.000000E-04,25140,29,1220
1.000000E-04,25150,29,1204
1.000000E-04,25160,29,1167
1.000000E-04,25170,29,1162
1.000000E-04,25180,29,1177
1.000000E-04,25190,29,1174
1.000000E-04,25200,29,1204
1.000000E-04,25210,29,1177
1.000000E-04,25220,29,1186
1.000000E-04,25230,29,1227
1.000000E-04,25240,29,1186
1.000000E-04,25250,29,1170
1.000000E-04,25260,29,1169
1.000000E-04,25270,29,1173
1.000000E-04,25280,29,1187
1.000000E-04,25290,29,1173
1.000000E-04,25300,29,1169
1.000000E-04,25310,29,1226
1.000000E-04,25320,29,1218
1.000000E-04,25330,29,1171
1.000000E-04,25340,29,1157
1.000000E-04,25350,29,1180
1.000000E-04,25360,29,1177
1.000000E-04,25370,29,1183
1.000000E-04,25380,29,1187
1.000000E-04,25390,29,1174
1.000000E-04,25400,29,1187
1.000000E-04,25410,29,1244
1.000000E-04,25420,29,1211
1.000000E-04,25430,29,1189
1.000000E-04,25440,29,1198
1.000000E-04,25450,29,1206
1.000000E-04,25460,29,1195
1.000000E-04,25470,29,1240
1.000000E-04,25480,29,1223
1.000000E-04,25490,29,1212
1.000000E-04,25500,29,1178
1.000000E-04,25510,29,1170
1.000000E-04,25520,29,1184
1.000000E-04,25530,29,1181
1.000000E-04,25540,29,1190
1.000000E-04,25550,29,1191
1.000000E-04,25560,29,1190
1.000000E-04,25570,29,1192
1.000000E-04,25580,29,1233
1.000000E-04,25590,29,1235
1.000000E-04,25600,29,1204
1.000000E-04,25610,29,1187
1.000000E-04,25620,29,1215
1.000000E-04,25630,29,1249
1.000000E-04,25640,29,1223
1.000000E-04,25650,29,1196
1.000000E-04,25660,29,1186
1.000000E-04,25670,29,1188
1.000000E-04,25680,29,1206
1.000000E-04,25690,29,1225
1.000000E-04,25700,29,1218
1.000000E-04,25710,29,1189
1.000000E-04,25720,29,1200
1.000000E-04,25730,29,1176
1.000000E-04,25740,29,1197
1.000000E-04,25750,29,1198
1.000000E-04,25760,29,1194
1.000000E-04,25770,29,1216
1.000000E-04,25780,29,1194
1.000000E-04,25790,29,1194
1.000000E-04,25800,29,1224
1.000000E-04,25810,29,1249
1.000000E-04,25820,29,1250
1.000000E-04,25830,29,1212
1.000000E-04,25840,29,1191
1.000000E-04,25850,29,1214
1.000000E-04,25860,29,1234
1.000000E-04,25870,29,1275
1.000000E-04,25880,29,1214
1.000000E-04,25890,29,1203
1.000000E-04,25900,29,1202
1.000000E-04,25910,29,1215
1.000000E-04,25920,29,1202
1.000000E-04,25930,29,1212
1.000000E-04,25940,29,1205
1.000000E-04,25950,29,1254
1.000000E-04,25960,29,1253
1.000000E-04,25970,29,1212
1.000000E-04,25980,29,1270
1.000000E-04,25990,29,1261
1.000000E-04,26000,29,1229
1.000000E-04,26010,29,1210
1.000000E-04,26020,29,1205
1.000000E-04,26030,29,1242
1.000000E-04,26040,29,1207
1.000000E-04,26050,29,1210
1.000000E-04,26060,29,1189
1.000000E-04,26070,29,1207
1.000000E-04,26080,29,1221
1.000000E-04,26090,29,1216
1.000000E-04,26100,29,1204
1.000000E-04,26110,29,1193
1.000000E-04,26120,29,1215
1.000000E-04,26130,29,1208
1.000000E-04,26140,29,1208
1.000000E-04,26150,29,1214
1.000000E-04,26160,29,1204
1.000000E-04,26170,29,1223
1.000000E-04,26180,29,1226
1.000000E-04,26190,29,1216
1.000000E-04,26200,29,1216
1.000000E-04,26210,29,1214
1.000000E-04,26220,29,1214
1.000000E-04,26230,29,1216
1.000000E-04,26240,29,1219
1.000000E-04,26250,29,1223
1.000000E-04,26260,29,1224
1.000000E-04,26270,29,1267
1.000000E-04,26280,29,1263
1.000000E-04,26290,29,1236
1.000000E-04,26300,29,1212
1.000000E-04,26310,29,1225
1.000000E-04,26320,29,1251
1.000000E-04,26330,29,1232
1.000000E-04,26340,29,1221
1.000000E-04,26350,29,1226
1.000000E-04,26360,29,1209
1.000000E-04,26370,29,1231
1.000000E-04,26380,29,1229
1.000000E-04,26390,29,1255
1.000000E-04,26400,29,1237
1.000000E-04,26410,29,1238
1.000000E-04,26420,29,1229
1.000000E-04,26430,29,1243
1.000000E-04,26440,29,1232
1.000000E-04,26450,29,1233
1.000000E-04,26460,29,1225
1.000000E-04,26470,29,1245
1.000000E-04,26480,29,1232
1.000000E-04,26490,29,1232
1.000000E-04,26500,29,1229
1.000000E-04,26510,29,1233
1.000000E-04,26520,29,1223
1.000000E-04,26530,29,1226
1.000000E-04,26540,29,1232
1.000000E-04,26550,29,1224
1.000000E-04,26560,29,1228
1.000000E-04,26570,29,1244
1.000000E-04,26580,29,1240
1.000000E-04,26590,29,1228
1.000000E-04,26600,29,1230
1.000000E-04,26610,29,1229
1.000000E-04,26620,29,1234
1.000000E-04,26630,29,1218
1.000000E-04,26640,29,1233
1.000000E-04,26650,29,1239
1.000000E-04,26660,29,1239
1.000000E-04,26670,29,1245
1.000000E-04,26680,29,1252
1.000000E-04,26690,29,1242
1.000000E-04,26700,29,1270
1.000000E-04,26710,29,1250
1.000000E-04,26720,29,1231
1.000000E-04,26730,29,1244
1.000000E-04,26740,29,1271
1.000000E-04,26750,29,1234
1.000000E-04,26760,29,1249
1.000000E-04,26770,29,1260
1.000000E-04,26780,29,1257
1.000000E-04,26790,29,1247
1.000000E-04,26800,29,1269
1.000000E-04,26810,29,1307
1.000000E-04,26820,29,1275
1.000000E-04,26830,29,1260
1.000000E-04,26840,29,1232
1.000000E-04,26850,29,1259
1.000000E-04,26860,29,1251
1.000000E-04,26870,29,1253
1.000000E-04,26880,29,1256
1.000000E-04,26890,29,1242
1.000000E-04,26900,29,1254
1.000000E-04,26910,29,1248
1.000000E-04,26920,29,1245
1.000000E-04,26930,29,1247
1.000000E-04,26940,29,1251
1.000000E-04,26950,29,1262
1.000000E-04,26960,29,1261
1.000000E-04,26970,29,1246
1.000000E-04,26980,29,1265
1.000000E-04,26990,29,1247
1.000000E-04,27000,29,1252
1.000000E-04,27010,29,1268
1.000000E-04,27020,29,1256
1.000000E-04,27030,29,1251
1.000000E-04,27040,29,1251
1.000000E-04,27050,29,1260
1.000000E-04,27060,29,1257
1.000000E-04,27070,29,1272
1.000000E-04,27080,29,1307
1.000000E-04,27090,29,1302
1.000000E-04,27100,29,1268
1.000000E-04,27110,29,1268
1.000000E-04,27120,29,1270
1.000000E-04,27130,29,1277
1.000000E-04,27140,29,1269
1.000000E-04,27150,29,1254
1.000000E-04,27160,29,1255
1.000000E-04,27170,29,1278
1.000000E-04,27180,29,1257
1.000000E-04,27190,29,1252
1.000000E-04,27200,29,1299
1.000000E-04,27210,29,1259
1.000000E-04,27220,29,1258
1.000000E-04,27230,29,1269
1.000000E-04,27240,29,1259
1.000000E-04,27250,29,1262
1.000000E-04,27260,29,1264
1.000000E-04,27270,29,1265
1.000000E-04,27280,29,1264
1.000000E-04,27290,29,1244
1.000000E-04,27300,29,1272
1.000000E-04,27310,29,1265
1.000000E-04,27320,29,1273
1.000000E-04,27330,29,1262
1.000000E-04,27340,29,1270
1.000000E-04,27350,29,1271
1.000000E-04,27360,29,1270
1.000000E-04,27370,29,1264
1.000000E-04,27380,29,1271
1.000000E-04,27390,29,1275
1.000000E-04,27400,29,1281
1.000000E-04,27410,29,1266
1.000000E-04,27420,29,1277
1.000000E-04,27430,29,1267
1.000000E-04,27440,29,1271
1.000000E-04,27450,29,1274
1.000000E-04,27460,29,1289
1.000000E-04,27470,29,1294
1.000000E-04,27480,29,1273
1.000000E-04,27490,29,1286
1.000000E-04,27500,29,1286
1.000000E-04,27510,29,1310
1.000000E-04,27520,29,1280
1.000000E-04,27530,29,1276
1.000000E-04,27540,29,1273
1.000000E-04,27550,29,1281
1.000000E-04,27560,29,1286
1.000000E-04,27570,29,1286
1.000000E-04,27580,29,1277
1.000000E-04,27590,29,1294
1.000000E-04,27600,29,1288
1.000000E-04,27610,29,1340
1.000000E-04,27620,29,1321
1.000000E-04,27630,29,1284
1.000000E-04,27640,29,1302
1.000000E-04,27650,29,1288
1.000000E-04,27660,29,1280
1.000000E-04,27670,29,1298
1.000000E-04,27680,29,1281
1.000000E-04,27690,29,1292
1.000000E-04,27700,29,1280
1.000000E-04,27710,29,1305
1.000000E-04,27720,29,1286
1.000000E-04,27730,29,1333
1.000000E-04,27740,29,1343
1.000000E-04,27750,29,1294
1.000000E-04,27760,29,1286
1.000000E-04,27770,29,1268
1.000000E-04,27780,29,1283
1.000000E-04,27790,29,1285
1.000000E-04,27800,29,1288
1.000000E-04,27810,29,1282
1.000000E-04,27820,29,1290
1.000000E-04,27830,29,1286
1.000000E-04,27840,29,1301
1.000000E-04,27850,29,1351
1.000000E-04,27860,29,1351
1.000000E-04,27870,29,1349
1.000000E-04,27880,29,1301
1.000000E-04,27890,29,1292
1.000000E-04,27900,29,1332
1.000000E-04,27910,29,1311
1.000000E-04,27920,29,1349
1.000000E-04,27930,29,1336
1.000000E-04,27940,29,1345
1.000000E-04,27950,29,1306
1.000000E-04,27960,29,1285
1.000000E-04,27970,29,1269
1.000000E-04,27980,29,1306
1.000000E-04,27990,29,1306
1.000000E-04,28000,29,1307
1.000000E-04,28010,29,1307
1.000000E-04,28020,29,1294
1.000000E-04,28030,29,1306
1.000000E-04,28040,29,1292
1.000000E-04,28050,29,1305
1.000000E-04,28060,29,1359
1.000000E-04,28070,29,1346
1.000000E-04,28080,29,1300
1.000000E-04,28090,29,1304
1.000000E-04,28100,29,1313
1.000000E-04,28110,29,1301
1.000000E-04,28120,29,1299
1.000000E-04,28130,29,1319
1.000000E-04,28140,29,1324
1.000000E-04,28150,29,1358
1.000000E-04,28160,29,1422
1.000000E-04,28170,29,1323
1.000000E-04,28180,29,1308
1.000000E-04,28190,29,1308
1.000000E-04,28200,29,1297
1.000000E-04,28210,29,1346
1.000000E-04,28220,29,1363
1.000000E-04,28230,29,1326
1.000000E-04,28240,29,1324
1.000000E-04,28250,29,1338
1.000000E-04,28260,29,1313
1.000000E-04,28270,29,1321
1.000000E-04,28280,29,1332
1.000000E-04,28290,29,1315
1.000000E-04,28300,29,1321
1.000000E-04,28310,29,1308
1.000000E-04,28320,29,1309
1.000000E-04,28330,29,1322
1.000000E-04,28340,29,1316
1.000000E-04,28350,29,1314
1.000000E-04,28360,29,1318
1.000000E-04,28370,29,1316
1.000000E-04,28380,29,1388
1.000000E-04,28390,29,1383
1.000000E-04,28400,29,1376
1.000000E-04,28410,29,1359
1.000000E-04,28420,29,1295
1.000000E-04,28430,29,1331
1.000000E-04,28440,29,1310
1.000000E-04,28450,29,1329
1.000000E-04,28460,29,1315
1.000000E-04,28470,29,1328
1.000000E-04,28480,29,1363
1.000000E-04,28490,29,1373
1.000000E-04,28500,29,1356
1.000000E-04,28510,29,1349
1.000000E-04,28520,29,1324
